             JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2455271.500000000, A.D. 2010-Mar-16 00:00:00.0000, -1.434743076557528E+00,  8.428266712059064E-01,  5.289087618770864E-02, -6.562083964703177E-03, -1.087296914996031E-02, -6.669591111279138E-05,  9.615226712190500E-03,  1.664824897161768E+00,  1.485733043795075E-04,
2455272.500000000, A.D. 2010-Mar-17 00:00:00.0000, -1.441259092544364E+00,  8.319267954371204E-01,  5.282248526249184E-02, -6.469882371601480E-03, -1.092666361575531E-02, -7.008505373432103E-05,  9.616056220955082E-03,  1.664968522152112E+00,  1.386755841317542E-04,
2455273.500000000, A.D. 2010-Mar-18 00:00:00.0000, -1.447682710721961E+00,  8.209735819545542E-01,  5.275070785863405E-02, -6.377289062333039E-03, -1.097964423305285E-02, -7.346885819257677E-05,  9.616828546766206E-03,  1.665102246220983E+00,  1.287715084350843E-04,
2455274.500000000, A.D. 2010-Mar-19 00:00:00.0000, -1.454013541610851E+00,  8.099677456502180E-01,  5.267554939099428E-02, -6.284308518151567E-03, -1.103190889642338E-02, -7.684716544096154E-05,  9.617543654214161E-03,  1.665226063237382E+00,  1.188615430115390E-04,
2455275.500000000, A.D. 2010-Mar-20 00:00:00.0000, -1.460251200201369E+00,  7.989100035160339E-01,  5.259701542781137E-02, -6.190945210722287E-03, -1.108345551660022E-02, -8.021982134823920E-05,  9.618201510521002E-03,  1.665339967525983E+00,  1.089461425042935E-04,
2455276.500000000, A.D. 2010-Mar-21 00:00:00.0000, -1.466395305952709E+00,  7.878010746346681E-01,  5.251511169066082E-02, -6.097203602824746E-03, -1.113428201850094E-02, -8.358667639419279E-05,  9.618802085538751E-03,  1.665443953866824E+00,  9.902575174027372E-05,
2455277.500000000, A.D. 2010-Mar-22 00:00:00.0000, -1.472445482791240E+00,  7.766416801712747E-01,  5.242984405396028E-02, -6.003088152853769E-03, -1.118438633274280E-02, -8.694758287020316E-05,  9.619345351744024E-03,  1.665538017494380E+00,  8.910081340180637E-05,
2455278.500000000, A.D. 2010-Mar-23 00:00:00.0000, -1.478401359108858E+00,  7.654325433649182E-01,  5.234121854428035E-02, -5.908603319691832E-03, -1.123376638566061E-02, -9.030239171876865E-05,  9.619831284229555E-03,  1.665622154096092E+00,  7.917177649184919E-05,
2455279.500000000, A.D. 2010-Mar-24 00:00:00.0000, -1.484262567762853E+00,  7.541743895197176E-01,  5.224924134017645E-02, -5.813753567403475E-03, -1.128242010109740E-02, -9.365095046276879E-05,  9.620259860700506E-03,  1.665696359811728E+00,  6.923909898270526E-05,
2455280.500000000, A.D. 2010-Mar-25 00:00:00.0000, -1.490028746077375E+00,  7.428679459966759E-01,  5.215391877265092E-02, -5.718543366986345E-03, -1.133034541438380E-02, -9.699310374667515E-05,  9.620631061478868E-03,  1.665760631234146E+00,  5.930324248094425E-05,
2455281.500000000, A.D. 2010-Mar-26 00:00:00.0000, -1.495699535845055E+00,  7.315139422065452E-01,  5.205525732552112E-02, -5.622977194492183E-03, -1.137754028137025E-02, -1.003286953833456E-04,  9.620944869509237E-03,  1.665814965410294E+00,  4.936466635404814E-05,
2455282.500000000, A.D. 2010-Mar-27 00:00:00.0000, -1.501274583327936E+00,  7.201131096028298E-01,  5.195326363516037E-02, -5.527059527998568E-03, -1.142400267387034E-02, -1.036575698396638E-04,  9.621201270358986E-03,  1.665859359841241E+00,  3.942382704236043E-05,
2455283.500000000, A.D. 2010-Mar-28 00:00:00.0000, -1.506753539258638E+00,  7.086661816740405E-01,  5.184794448998144E-02, -5.430794843015321E-03, -1.146973057049075E-02, -1.069795740606215E-04,  9.621400252215379E-03,  1.665893812481675E+00,  2.948117766916711E-05,
2455284.500000000, A.D. 2010-Mar-29 00:00:00.0000, -1.512136058843020E+00,  6.971738939356649E-01,  5.173930683033133E-02, -5.334187608468707E-03, -1.151472195153963E-02, -1.102945593802674E-04,  9.621541805887830E-03,  1.665918321740296E+00,  1.953716600840783E-05,
2455285.500000000, A.D. 2010-Mar-30 00:00:00.0000, -1.517421801764229E+00,  6.856369839231844E-01,  5.162735774886613E-02, -5.237242290274890E-03, -1.155897479780923E-02, -1.136023799282119E-04,  9.621625924818042E-03,  1.665932886481568E+00,  9.592237592951363E-06,
2455286.500000000, A.D. 2010-Mar-31 00:00:00.0000, -1.522610432187012E+00,  6.740561911860853E-01,  5.151210449089232E-02, -5.139963363741166E-03, -1.160248709158543E-02, -1.169028867145755E-04,  9.621652605091929E-03,  1.665937506027790E+00, -3.531538620437153E-07,
2455287.500000000, A.D. 2010-Apr-01 00:00:00.0000, -1.527701618761885E+00,  6.624322572811789E-01,  5.139355445434628E-02, -5.042355322167545E-03, -1.164525682135467E-02, -1.201959238453781E-04,  9.621621845446824E-03,  1.665932180160337E+00, -1.029854078258292E-05,
2455288.500000000, A.D. 2010-Apr-02 00:00:00.0000, -1.532695034629759E+00,  6.507659257641158E-01,  5.127171518967003E-02, -4.944422671151735E-03, -1.168728198762352E-02, -1.234813319989201E-04,  9.621533647274976E-03,  1.665916909120270E+00, -2.024344951293157E-05,
2455289.500000000, A.D. 2010-Apr-03 00:00:00.0000, -1.537590357427548E+00,  6.390579421801361E-01,  5.114659439997062E-02, -4.846169917509504E-03, -1.172856060623381E-02, -1.267589544200850E-04,  9.621388014629025E-03,  1.665891693609282E+00, -3.018741203760303E-05,
2455290.500000000, A.D. 2010-Apr-04 00:00:00.0000, -1.542387269294104E+00,  6.273090540556956E-01,  5.101819994133497E-02, -4.747601565294252E-03, -1.176909070887180E-02, -1.300286391078924E-04,  9.621184954229794E-03,  1.665856534791045E+00, -4.012997001804847E-05,
2455291.500000000, A.D. 2010-Apr-05 00:00:00.0000, -1.547085456875358E+00,  6.155200108910052E-01,  5.088653982276598E-02, -4.648722118496329E-03, -1.180887033827468E-02, -1.332902371416666E-04,  9.620924475470215E-03,  1.665811434291899E+00, -5.007067059818373E-05,
